Country,Region,Locality,Latitude,Longitude,Source of information
China,Heilongjang,Shangzhi,45.0,128.5,"Liu et al. (2003), Wang et al. (2016)"
China,Jilin,Dunhua,43.53,128.28,Wei et al. (2004)
China,Heilongjang,Hejiang,46.79,130.38,Wei et al. (2004)
Russia,Primorskiy kr.,Dalnerechensk,45.93,133.74,Yurchenko et al. (2007)
Russia,Primorskiy kr.,Pogranichnyj,44.41,131.38,Yurchenko et al. (2013a)
Russia,Primorskiy kr.,"Vladivostok, Prospect 100-letiya",43.16,131.91,Belokobylskij et al. (2012)
Russia,Primorskiy kr.,Vladivostok,43.17,131.98,Yurchenko et al. (2013a)
Russia,Primorskiy kr.,"Vladivostok, Pervaya Street",43.14,132.0,Duan et al. (2012)
Russia,Primorskiy kr.,Okeanskaya,43.23,132.01,Yurchenko et al. (2007)
Russia,Primorskiy kr.,"Vladivostok, Ugol'naya station",43.31,132.06,Belokobylskij et al. (2012)
Russia,Primorskiy kr.,Pyatyj Klyuch near Vladivostok,43.28,132.08,Yurchenko et al. (2007)
Russia,Primorskiy kr.,Trudovoe (Ugolnaya Station),43.3,132.1,Yurchrnko et al. (2013b)
Russia,Primorskiy kr.,"Vladivostok, Postysheva Street",43.11,132.15,Duan et al. (2012)
Russia,Primorskiy kr.,Artem,43.36,132.16,Yurchrnko et al. (2013b)
Russia,Primorskiy kr.,"Kamenushka vill., Ussuryiskyi Dist.",43.62,132.23,Examined specimens from collection of S.N. Ivanov
Russia,Primorskiy kr.,Zavodskoj,43.46,132.28,Yurchrnko et al. (2013b)
Russia,Primorskiy kr.,"Shkotovo district, Shtykovo, Koryavaya Pad",43.39,132.37,Yurchenko et al. (2007)
Russia,Primorskiy kr.,"Sinij Ridge, 4 km East of Evseevka",44.41,132.89,Examined specimens from collection of ZIN 
Russia,Primorskiy kr.,Vozdvizhenka,43.9,131.93,Yurchrnko et al. (2013b)
Russia,Primorskiy kr.,Ussurijsk,43.81,131.97,Yurchrnko et al. (2013b)
Russia,Primorskiy kr.,Gornotaezhnoe,43.69,132.13,Yurchrnko et al. (2013b)
Russia,Primorskiy kr.,"Chernye gory, rifgt tributary of Poima River",42.89,131.16,Examined specimens from collection of ZIN and Jendek & Grebennikov (2011)
Russia,Primorskiy kr.,Barabash,43.13,131.32,"Duan et al. (2012), Yurchenko et al. (2007, 2013a)"
Russia,Primorskiy kr.,Peschaniy “Village”,43.17,131.36,Duan et al. (2012)
Russia,Primorskiy kr.,"Vladivostok, Borisenko Street ",43.06,131.58,Duan et al. (2012)
Russia,Primorskiy kr.,Zanadvorovka,43.3,131.6,Yurchenko et al. (2007)
Japan,Hokkaido,"Kotambetsu, Tomamae, Kokkaidoh",44.27,141.72,Chamorro et al. (2015)
China,Heilongjang,Laoshan,45.27,127.59,Keever et al. (2013)
Japan,Hokkaido,"Tokachi, Memuro, Shin-Arashiyama",42.83,142.96,GBIF (2017)
China,Jilin,Songhuahu Nature Reserve,43.73,126.66,Liu et al. (2003)
China,Jilin,Jiang Nan Forest,43.8,126.77,Bray et al. (2007)
China,Jilin,Jiaohe Experimental Forest,43.69,127.32,Liu et al. (2003)
Russia,Primorskiy kr.,"Khasan District, 10-20 km from the border of China",42.43,130.69,Yurchenko et al. (2007)
Russia,Primorskiy kr.,Ryazanovka District,42.51,131.12,"Duan et al. (2012), Yurchenko et al. (2007)"
Japan,Hokkaido,Shikotsu-ko,42.79,141.38,Chamorro et al. (2015)
China,Jilin,Jilin City,43.43,126.41,Bray et al. (2011)
Japan,Hokkaido,Sapporo. Type locality of Agrilus marcopoli ulmi,43.06,141.35,"Kurosawa (1956), GBIF (2017)"
China,Jilin,"Changchun, Dongfenqu/ Jingyuetan",42.66,125.49,Liu et al. (2007)
China,Hebei,Chahar Yangkiaping ,40.0,115.0,Jendek (1994)
China,Heilongjang,Harbin,45.45,126.38,"Liu et al. (2003), Bray et al. (2011)"
China,Jilin,Changchun City,43.46,125.27,"Bray et al. (2011), Wang et al. (2016)"
China,Jilin,"Changchun, Laoniujuan/ Jingyuetan",43.77,125.48,Liu et al. (2007)
China,Jilin,Jiutai,44.09,125.49,Bray et al. (2011)
China,Jilin,"Changchun, Jingyuetan Forest Park",43.77,125.5,"Liu et al. (2003), Bray et al. (2007)"
China,Liaoning ,Fengcheng,40.88,124.283324,Wang et al. (2016)
China,Liaoning,Benxi,41.13,124.29,Liu et al. (2007)
China,Liaoning,"Benxi, Tianshifu Township, Xibeitian",41.26,124.36,Liu et al. (2003)
China,Beijing,Beianhe,40.06,116.11,Zhang et al. (2005)
China,Liaoning ,Benxi Changzui/Jianchang,40.78,119.83,Liu et al. (2007)
China,Liaoning,Dandong,40.0,124.34,Wei et al. (2004)
Japan,Honshu,"Todai, Nagano",36.64,138.13,Jendek (1994)
China,Liaoning,Liaoning,41.46,123.25,Bray et al. (2011)
China,Liaoning,Shenyang (Yushutun),41.46,123.26,"Hou Tao-qian (1986), Wei et al. (2004), Bray et al. (2011), "
China,Liaoning,Shenyang,41.81,123.43,"Wei et al. (2004), Wang et al (2016)"
China,Liaoning,Shenyang,41.82,123.57,Wang et al. (2016)
Japan,Honshu,"Usui-pass, Gumma pref., Honshu",36.34,138.65,Kurosawa (1956)
Republic of Korea,,Gangwon-do Inje ,38.04,128.1,"Williams et al. (2006), Bray et al. (2011)"
China,Beijing,Haidian,40.0,116.18,Wang et al. (2016)
China,Hebei,Qinhuandao,39.94,119.6,Wei et al. (2004)
China,Liaoning,Dalian,38.95,121.58,Wei et al. (2004)
Japan,Honshu,"Honshu, Miyagi Prefecture Shiroishi City, Misumi",38.0,140.57,Schaefer (2004)
Republic of Korea,,Gangwon-do Samcheok,37.27,129.1,"Williams et al. (2006), Bray et al. (2011)"
Japan,Honshu,Koganezawa (Yamanashi),35.59,138.88,Chamorro et al. (2015)
Japan,Honshu,"Koganezawa, Ohtzuki City, Yamanashi Pref. ",35.59,138.88,Jendek (1994)
Japan,Honshu,"Ogawadani, Okutama",35.83,139.05,Chamorro et al. (2015)
Japan,Honshu,"Nippara, Okutama, Tokio",35.83,139.05,"Chamorro et al. (2015), GBIF (2017)"
Japan,Honshu,"Tokyo, Nippara",35.83,139.05,Chamorro et al. (2015)
Japan,Honshu,"Okutama, Nippara, Tokyo",35.83,139.05,GBIF (2017)
Japan,Honshu,Ogawadani Vall. Okutama Tokyo,35.83,139.05,Jendek (1994)
Republic of Korea,,Seoul,37.57,126.99,Kurosawa (1956)
Republic of Korea,,"Gyeonggi-do, Suwon",37.16,127.1,Bray et al. (2011)
Republic of Korea,,Yangsuri,37.56,127.34,Keever et al. (2013)
Republic of Korea,,"Pocheon-gun, Gyeonggi-do",37.6,127.34,GBIF (2017)
Republic of Korea,,Gyeongsangbuk-do Sangju,36.44,128.17,Bray et al. (2011)
Republic of Korea,,Mt. Muju,35.94,127.7,Bray et al. (2007)
Republic of Korea,,Chungchongnam-do Daejeon,36.1,127.14,"Williams et al. (2006), Bray et al. (2011), Belokobylskij et al. (2012)"
China,Hebei,Beijing,39.36,118.1,Bray et al. (2011)
China,Hebei,Tangshan (ZhenZhuang-Zi Village),39.29,118.13,Bray et al. (2011)
China,Hebei,Tangshan,39.63,118.18,Liu et al. (2003)
Republic of Korea,,Jirisan Nat. Park,35.29,127.63,Bray et al. (2007)
China,Shandong,Dongying,37.44,118.68,Wei et al. (2004)
China,Tianjin,"Tianjin City, Hangu ",39.14,117.47,Bray et al. (2011)
China,Shandong,Binzhou,37.38,117.97,Wei et al. (2004)
Japan,Honshu,Hiroshima Prefecture,34.58,132.86,"Akiyama & Akiyama, 1996"
China,Beijing,Chaoyang,39.54,116.23,Bray et al. (2011)
Japan,Honshu,"Yashagaike, Fukui",35.67,136.29,GBIF (2017)
China,Tianjin,Tianjin City Dagang ,38.56,117.31,"Wei et al. (2004), Bray et al. (2007), Wang et al. (2016)"
China,Tianjin,"Jinnan, Xianshuigu Township, Zhangzhuang",38.98,117.4,Liu et al. (2003)
China,Tianjin,"Guangang, City forest",38.94,117.54,"Liu et al. (2003), Wei et al., (2004)"
Japan,Honshu,"Sugasaka Pass, Maizuru, Kioto Prefecture",35.43,135.41,Chamorro et al. (2015)
Japan,Honshu,"Japan, Kyoto Prefecture",35.27,135.49,Schaefer (2004)
Japan,Kyushu,"Naidaijin, Yabe T., Kumamoto Prefecture",32.64,130.97,Chamorro et al. (2015)
Japan,Shikoku,"Shikoku, Tokushima Prefecture",33.93,134.3,Schaefer (2004); Kurosawa (1956)
Japan,Kyushu,"Mt. Hicosan, Fukuoka Prefecture",33.48,130.93,Kurosawa (1956)
Russia,Belgorod,Roven’ki,49.891199,38.920042,Baranchikov and Seraya 2019
Russia,Belgorod,Eriomovka,50.089229,39.163869,Baranchikov and Seraya 2019
Russia,Belgorod,Nagorie,50.03541,39.077032,Baranchikov and Seraya 2019
Russia,Belgorod,Aidar,50.049656,38.903589,Baranchikov and Seraya 2019
Russia,Belgorod,Glukhovka,50.728453,38.696197,Orlova-Bienkowskaja et al. 2020
Russia,Bryansk,Bryansk City. Majskij Park,53.311143,34.308293,"Rosselkhoznadzor, 2019"
Russia,Bryansk,Брянск (1.VII.2019). Повреждённые златкой ясени пенсильванские обнаружены в Советском районе (по ул. Красноармейская ,53.240209,34.345979,Observations by I.A. Zabaluev
Russia,Bryansk,Брянск (1.VII.2019) в районе школы №59),53.224564,34.320293,Observations by I.A. Zabaluev
Russia,Bryansk,Брянск (1.VII.2019) в Бежицком районе по ул. Ульянова,53.313018,34.296995,Observations by I.A. Zabaluev
Russia,Bryansk,Брянск (1.VII.2019) в Бежицком районе Харьковская,53.303516,34.306032,Observations by I.A. Zabaluev
Russia,Bryansk,"Брянск (1.VII.2019). в Бежицком районе, в парке около памятника Камозину. ",53.308898,34.3098,Observations by I.A. Zabaluev
Russia,Kaluga,"Калужская область, Обнинск",55.092515,36.609535,"Regnum, 2012"
Russia,Kaluga,"Калужская область, Калуга",54.517096,36.255569,Observations by M.J. Orlova-Bienkowskaja and A.O. Bienkowski
Russia,Kaluga,Maloyaroslavets,55.009746,36.465225,Observations by A.A. Bienkowski
Russia,Kursk,"Курск, окрестности железнодорожного вокзала. во множестве наблюдались характерные D-образные выходы златок. Дальнейший осмотр дал просто неопровержимое свидетельство того, что все это - следы развития именно A. planipennis - в одном из выходных отверстий обнаружилась застрявшая мертвая златка, находящаяся при этом в настолько хорошей сохранности (отсутствовал только фрагмент одного из усиков), что никаких сомнений не оставалось - это именно A. planipennis. ",51.749856,36.228008,Observations by Ya.N. Kovalenko
Russia,Kursk,"Курск, парках Боева Дача ",51.743153,36.20961,Observations by Ya.N. Kovalenko
Russia,Kursk,"Курск, Парк имени 50-летия ВЛКСМ",51.746404,36.219909,Observations by Ya.N. Kovalenko
Russia,Lipetsk,"Липецкая обл., Елец",52.62419,38.503653,"Baranchikov, 2018"
Russia,Lipetsk,"Липецкая область, Краснинский район, п. Лески 44 км СВ г. Елец, посадки вдольжелезной дороги, на ясене sp. 1 экз",52.879137,38.996057,Observations by S.G. Mazurov
Ukraine,Luhansk,"Украина: п. Марковка, Луганской обл., в ""Лесу Старокожем""",49.612958,39.56344,Observations by A.N. Drogvalenko
Russia,Moscow,"Москва, В середине июня 2003 года в Москве недалеко от станции метро Алексеевская ",55.807598,37.638583,"Shankhiza, 2007"
Russia,Moscow,"Москва, третью точку указал Н. Б. Никитский, поймав ее в Ясенево 2005",55.606017,37.53328,"Shankhiza, 2007"
Russia,Moscow,"Москва, В июне 2005 года в районе метро Щукинская ",55.808663,37.463617,"Shankhiza, 2007"
Russia,Moscow,"Москва, Шипиловский проезд",55.608005,37.699271,"Ismailov, 2008"
Russia,Moscow,"Москва, в зоне отдыха «Мещерское»",55.673816,37.408452,"Ismailov, 2008"
Russia,Moscow,"Москва, Волоколамское шоссе Волоколамского шоссе, на пересеченииВолоколамского шоссе с МКАД(недалеко от платформы Трикотажная)",55.832436,37.398606,"Ismailov, 2008"
Russia,Moscow,"Москва,15 июня в сквере на Кавказском бульваре (Царицыно) 2006",55.627878,37.652616,"Shankhiza, 2007"
Russia,Moscow,"Москва, метро Волжская 2006",55.690262,37.75416,"Shankhiza, 2007"
Russia,Moscow,"Москва, в сквере около метро Юго-Западная",55.663021,37.482663,"Ismailov, 2008"
Russia,Moscow,"Москва, парк Победы",55.730674,37.504269,"Ismailov, 2008"
Russia,Moscow,"Москва, Барышиха (район Митино)",55.844053,37.350501,"Ismailov, 2008"
Russia,Moscow,"Московская область, Манихино, 15.6.2008, на ясене, Шанхиза",55.876418,36.968071,"Nikitskij, 2009"
Russia,Moscow,"Московская область, Серпухов",54.916685,37.408447,"Baranchikov et al., 2009"
Russia,Moscow,"Московская область, Можайск",55.508708,36.0149,"Baranchikov et al., 2009"
Russia,Moscow,"Московская область, Мытищи",55.912081,37.737007,"Baranchikov et al., 2009"
Russia,Moscow,"Московская область, Пушкино",56.010091,37.835541,"Baranchikov, Kurteev, 2012"
Russia,Moscow,Serpukhov,54.923392,37.41446,"Baranchikov et al., 2009"
Russia,Moscow,"Московская область, Королев",55.916822,37.854285,"Mozolevskaya, 2013"
Russia,Moscow,"Москва, Зеленоград, Болдов ручей 7.2011",55.996867,37.181584,Observations by M.J. Orlova-Bienkowskaja and A.O. Bienkowski
Russia,Moscow,"Московская область, Раменский район, Быково. A big series of Tetrops starkii (9 males and 22 females) wascollected by my wife Galina Danilevskaya and me in June 2012 onyoung rootstocks of dead Fraxinus excelsior killed by Agrilusplanipennis Fairm. in Ramenskoe District of Moscow Region(Bykovo, 130m, 55°38’5""N, 38°4’E). It is the first record of thespecies for Moscow Region and for Central Russia.",55.634761,38.06763,"Danilevsky, 2012"
Russia,Moscow,"Московская область, 116 Чебуново",55.467786,35.903792,"Baranchikov, Kurteev, 2012"
Russia,Moscow,"Московская обл., Можайский р-н, 121 км шоссе",55.468759,35.815723,"Baranchikov, Kurteev, 2012"
Russia,Moscow,"Московская обл., Можайский р-н, Дровнино 147 км шоссе",55.492718,35.376541,"Baranchikov, Kurteev, 2012"
Russia,Moscow,"Московская обл, Можайский р-н, на 154 км шоссе (граница Смоленской области)",55.4954,35.297197,"Baranchikov, Kurteev, 2012"
Russia,Moscow,"Московская область, Сергиев Посад ",56.312322,38.133853,"Baranchikov, Kurteev, 2012"
Russia,Moscow,"Московская область, Москва, Поклонная гора",55.72689,37.500132,"Volkovitsh, Mozolevskaya, 2014 "
Russia,Moscow,"Московская область, Москва, Спорткомплекс МГУ",55.699711,37.539014,"Volkovitsh, Mozolevskaya, 2014 "
Russia,Moscow,"Московская область, Одинцово",55.676319,37.263561,"Volkovitsh, Mozolevskaya, 2014 "
Russia,Moscow,"Московская область, Ивантеевка",55.970374,37.917836,"Mozolevskaya, 2013"
Russia,Moscow,"Московская область, Коломна",55.101102,38.740029,"Slobodenyuk, 2012"
Russia,Moscow,"Московская область, Серебряно-Прудский район, Узуново",54.545319,38.618336,Observations by M.J. Orlova-Bienkowskaja and A.O. Bienkowski
Russia,Moscow,"Московская область, Клин",56.333289,36.727982,Observations by M.J. Orlova-Bienkowskaja and A.O. Bienkowski
Russia,Moscow,"Московская область, Ногинский р-н, Старая Купавна",55.812388,38.175615,Observations by M.J. Orlova-Bienkowskaja and A.O. Bienkowski
Russia,Moscow,"Московская область, Щелковский р-н, Монино",55.843733,38.197245,Observations by M.J. Orlova-Bienkowskaja and A.O. Bienkowski
Russia,Moscow,"Московская область, Зеленоград",55.987436,37.202797,Observations by M.J. Orlova-Bienkowskaja and A.O. Bienkowski
Russia,Moscow,"Москва, Ломоносовский проспект, возле Биологического факультета МГУ, 2013",55.703026,37.521257,Observations by M.J. Orlova-Bienkowskaja and A.O. Bienkowski
Russia,Moscow,"Москва, Ленинский проспект, 33, 2013",55.712084,37.587879,Observations by M.J. Orlova-Bienkowskaja and A.O. Bienkowski
Russia,Moscow,"Москва, ГБС",55.836526,37.58709,Observations by M.J. Orlova-Bienkowskaja and A.O. Bienkowski
Russia,Moscow,"Москва, улица Академика Королёва возле телецентра Останкино 1 имаго, аллея поврежденных пенсильванских ясеней, 14.06.2014 ",55.823025,37.6086,Observations by M.J. Orlova-Bienkowskaja and A.O. Bienkowski
Russia,Moscow,"Москва, Много усохших пенсильванских ясеней возле на ВВЦ возле Хованского входа 14.06.2014 ",55.830363,37.621901,Observations by M.J. Orlova-Bienkowskaja and A.O. Bienkowski
Russia,Moscow,"Москва, Много усохших ясеней на Малой Ботанической улице",55.832128,37.588685,Observations by M.J. Orlova-Bienkowskaja and A.O. Bienkowski
Russia,Moscow,"Москва, ВИЛАР – точка возле ботсада у железной дороги На Fraxinus excelsior найдено много личинок ЯИУЗ среднего и крупного размера, а также коконы Spathius. Найдено 16 сухих и суховершинных Fraxinus excelsior со следами деятельности златки.  На ясенях пенсильванских найдено много личинок ЯИУЗ среднего и крупного размера, а также живые личинки и коконы спатиуса. Есть также имаго и личинки A. convexicollis., имаго спатиуса, разные наездники и Hylesinus. Из хода A. convexicollis собран кокон с блестящей хальцидой.  Не удалось найти  только Tetrops starkii. Личинки ЯИУЗ развиваются под живой, влажной корой. А A. convexicollis – под совершенно сухой корой, причем на усохших верхушках.  ",55.561464,37.594726,Observations by M.J. Orlova-Bienkowskaja and A.O. Bienkowski
Russia,Moscow,"Москва, окрестности метро Шабаловская",55.71864,37.607841,Observations by M.J. Orlova-Bienkowskaja and A.O. Bienkowski
Russia,Moscow,"Московская область, Солнечногорск ",56.185244,36.977435,Observations by M.J. Orlova-Bienkowskaja and A.O. Bienkowski
Russia,Moscow,"Москва, Планерная 55.92 N, 37.38 E 28.4.2014, 10.3.2014, 9.1.2014",55.923479,37.382215,Observations by M.J. Orlova-Bienkowskaja and A.O. Bienkowski
Russia,Moscow,"Москва, Zelenograd, 16th district, 55.97 N, 37.16 E, 11.3.2014, 30.10.2013 ",55.973674,37.155509,Observations by M.J. Orlova-Bienkowskaja and A.O. Bienkowski
Russia,Moscow,"Москва, Зпеленоград, Ясени у МИЭТа 4.5.2014",55.98278,37.204838,Observations by M.J. Orlova-Bienkowskaja and A.O. Bienkowski
Russia,Moscow,"Москва, Зеленоград, улица Панфилова 4.6.2014",55.983281,37.170774,Observations by M.J. Orlova-Bienkowskaja and A.O. Bienkowski
Russia,Moscow,"Москва, Зеленоград, Болдов ручей 2013, 2014 имаго, личинки",55.996867,37.181584,Observations by M.J. Orlova-Bienkowskaja and A.O. Bienkowski
Russia,Moscow,"Московская область, Солнечногорский р-н, Поваровка 2.5.2014",56.064253,37.077536,Observations by M.J. Orlova-Bienkowskaja and A.O. Bienkowski
Russia,Moscow,Kolomna,55.0831985473632,38.7904014587402,Observations by M.J. Orlova-Bienkowskaja and A.O. Bienkowski
Russia,Moscow,"Московская область, Дединово Свежие личинки и жуки. Август 2017",55.055775,39.120532,Observations by M.J. Orlova-Bienkowskaja and A.O. Bienkowski
Russia,Moscow,"Московская область, Щурово (возле Коломны) Свежие личинки и жуки, Spathius, Август 2017",55.048771,38.782339,Observations by M.J. Orlova-Bienkowskaja and A.O. Bienkowski
Russia,Moscow,Stupino Август 2017,54.885286,38.100062,Observations by M.J. Orlova-Bienkowskaja and A.O. Bienkowski
Russia,Moscow,"Московская обл., Шаховская Активный очаг",56.02841,35.505581,Observations by M.J. Orlova-Bienkowskaja and A.O. Bienkowski
Russia,Orel,"Орловская область, Орел",52.972214,36.068115,Observations by M.J. Orlova-Bienkowskaja and A.O. Bienkowski
Russia,Orel,Livny,52.426357,37.604649,"Rosselkhoznadzor, 2014"
Russia,Ryazan,Рязанская обл. пос. Высокое ,54.52299,39.413911,"Baranchikov, 2013"
Russia,Ryazan,Ryazan,54.614913,39.700959,"Baranchikov, 2013 "
Russia,Smolensk,"Смоленская обл., Вяземский р-н, 211-12",55.302429,34.497554,"Baranchikov, Kurteev, 2012"
Russia,Smolensk,"Смоленская область, Вяземский р-н, Хмелита 231-232",55.403931,33.888961,"Baranchikov, Kurteev, 2012"
Russia,Smolensk,"Смоленская обл., Вяземский р-н, 190",55.415084,34.772212,"Baranchikov, Kurteev, 2012"
Russia,Smolensk,"Смоленская обл., Гагаринский р-н, 160 км шоссе",55.493128,35.211665,"Baranchikov, Kurteev, 2012"
Russia,Smolensk,"На запад златка расселилась до д. Семиречье под Смоленском (365 км от Москвы) и приблизилась вплотную к границе России с Беларусью (расстояние до границы менее 60 км) (Звягинцев и др., 2015).",54.889998,32.070727,"Zvyagintsev, 2015 "
Russia,Smolensk,"Смоленская обл., Андрейково под Вязьмой",55.235955,34.257056,"Zvyagintsev, 2015 "
Russia,Smolensk,Смоленск ,54.798123,32.033169,"Baranchikov, Seraya, 2018"
Russia,Tambov,"Тамбовская область, Мичуринский район, Мичуринск",52.89777,40.49681,Observations by M.J. Orlova-Bienkowskaja and A.O. Bienkowski
Russia,Tula,"Тульская область, Щекинский район, поселок Щекино Shchekino ",53.988075,37.63121,"Straw et al., 2013"
Russia,Tula,"Тульская область, Тула",54.195788,37.619934,Observations by M.J. Orlova-Bienkowskaja and A.O. Bienkowski
Russia,Tver,"Тверская область, Зубцовский район west side of Zubstov Small numbers of D-shaped exit holesand A. planipennis larvae were found on upper branches of twotrees that were felled, and adult feeding damage was evident onthe foliage",56.175951,34.581187,"Straw et al., 2013"
Russia,Tver,"Тверская область, Конаковский район, Новозавидовский Novozavidoskiy ",56.551258,36.433204,"Straw et al., 2013"
Russia,Tver,"Тверская область, Калининской район 2 km west of Emmaus roadside planting of F. pennsylvanica ",56.78343,36.090041,"Straw et al., 2013"
Russia,Tver,"Тверская область, Конаково",56.712044,36.76815,Observations by M.J. Orlova-Bienkowskaja and A.O. Bienkowski
Russia,Tver,"Тверь, поселок Химинститута ",56.798589,36.028667,Observations by E.Yu. Peregudova
Russia,Tver,"Тверь, Дорошиха",56.868084,35.838773,"Selikhovkin et al., 2018"
Russia,Vladimir,"Владимирская обл., г. Петушки ",55.933628,39.455709,"Baranchikov, 2013"
Russia,Volgograd,"Волгоград Судя по всему, этот вид у нас уже не менее 5 и более лет. На острове Сарпинский повреждения ясеня практически сплошные, более 170 га. Нашли златку в черте города и в Волгоахтубинской пойме.Это все на Пенсильванском ясене.",48.598459,44.494489,Observations by E.V. Komarov
Russia,Voronezh,"Воронежская область, Воронеж",51.683625,39.181366,Observations by M.J. Orlova-Bienkowskaja and A.O. Bienkowski
Russia,Voronezh,"Воронежская обл., Россошанское лесничество: Ольховатское участковое лесничество: Урочище ""Чехово""",50.281156,39.289769,"Rosselkhoznadzor, 2019"
Russia,Voronezh,"Воронежская обл., Таловая",51.114609,40.71958,"Baranchikov et al., 2018"
Russia,Voronezh,Novobelaya,49.822285,39.301783,Baranchikov and Seraya 2019
Russia,Yaroslavl,Ярославль,57.626486,39.872788,Observations by M.J. Orlova-Bienkowskaja and A.O. Bienkowski
